"","id","author","stars","date","comments","length","category"
"7685","7685","By Emiliano R V",5,"Sep 03, 2017","Great introduction! Very dynamic and interesting overview of this fascinating culture. It would be great to have an advance course on these topics (or many of them)",164,"hist"
"7686","7686","By Santiago V R",5,"Nov 27, 2016","This course is recommendable for anyone who wants to begin to study the Ancient Egypt word. It contains very interesting videos and readings! I have enjoyed it!",160,"hist"
"7687","7687","By Steo",5,"Jan 06, 2018","This is the best overview course about Ancient Egypt civilisation I could dream of. Mr Silverman brings reliable information and can transmit his passion well.",159,"hist"
"7688","7688","By Matteo S",5,"Feb 08, 2019","The course provides a good overview, a lot information, spurs to acquire also a good iconographic knowledge of the subject and reason about the main concepts.",159,"hist"
"7689","7689","By PhantomDuck1980",5,"Nov 07, 2017","An excellent class! I strongly recommend it to everyone. It helped me a lot to understand fundamental aspects of Ancient Egypt Civilation. Very helpful!!!",154,"hist"
"7690","7690","By Ying X",5,"Mar 12, 2017","learned a lot about Egypt which is total vacancy in my knowledge before taking the course and helped in greater understanding of Penn Museum's collection",153,"hist"
"7691","7691","By Tintu M",5,"Feb 09, 2017","Excellent. A load of new things to know. Helps a lot to understand the diversity and the way of life of people who are ancient and also most intelligent.",154,"hist"
"7692","7692","By Fan C",5,"Sep 20, 2019","This course is really a good introduction to Ancient Egypt. I learn a lot of general information about Ancient Egypt and additional interesting topics.",151,"hist"
"7693","7693","By Shuaib I",5,"Apr 23, 2017","Touching on chronology , kingship , mythology , mummies and pyramids while informing and amazing this has been one of the most enjoyable courses ever .",152,"hist"
"7694","7694","By Caitlin O",5,"Mar 24, 2019","Fantastic course! Absolutely loved it and it was very easy to follow. I learnt a lot and it has increased my desire to learn more about Ancient Egypt.",150,"hist"
"7695","7695","By Erin L",5,"Feb 25, 2017","A quick but thorough introduction to Ancient Egypt, with the added bonus of serving as an introduction to the Penn Museum's Ancient Egypt collection",148,"hist"
"7696","7696","By Christina P",5,"Dec 12, 2016","I am inspired to travel to visit Penn Museum.  I hope to soon.  Thank you for the course, I would take more in this field in the future if offered.",147,"hist"
"7697","7697","By Brittany S",5,"Jun 21, 2017","I enjoyed this class, the last videos about the mummification process were particularly interesting and really humanized this ancient culture.",143,"hist"
"7698","7698","By Janet B",5,"Nov 21, 2019","Was an easy to follow format. Learned a lot and reviewed some material.  Would love to go to the Univ, of Penn to see their Egyptian exhibit.",141,"hist"
"7699","7699","By katrina h à c",5,"Jan 17, 2017","i really enjoyed this course and learnt a lot. having the lectures inside the museum was great. i also really enjoyed the session in the lab.",141,"hist"
"7700","7700","By Mathieu R",5,"Dec 11, 2016","This course was very interesting. I feel very lucky to get this opportunity to understand more some of the old Egypt mysteries. Thank you !",139,"hist"
"7701","7701","By Maria",5,"Dec 11, 2016","Thank you for that course, I was really waiting for it to appear in Coursera. A lot of new information, looking forward to the next course!",140,"hist"
"7702","7702","By Anne E",5,"Oct 09, 2017","Excellent diversion from contemporary ordeals and a joy to consider how much our society shares in common with ancient Egypt.Thanks much!",137,"hist"
"7703","7703","By Cristina M",5,"Apr 30, 2017","I really enjoyed this course and I will miss Dr SIlverman's voice. This course made me eaer to kearn more about Ancient Egypt. Thank you.",137,"hist"
"7704","7704","By Mounisha M",5,"Aug 01, 2019","It's a great course I have completed. I have the answers of many of my questions about the Egyptian civilization. Thanks a lot coursera.",137,"hist"
"7705","7705","By Adam P",5,"Aug 24, 2018","This course was incredibly informative and the thorough integration of real artifacts was a pleasure. Thank you, Professor Silverman!",133,"hist"
"7706","7706","By Sophia A",5,"Mar 29, 2019","Wonderful course! It was very insightful and interesting, and I can't wait to take it's sister course, ""Wonders of Ancient Egypt""!",130,"hist"
"7707","7707","By Amber C M",5,"Dec 18, 2016","I learned more than I ever knew, even as an avid museum goer and Egypt enthusiast, and loved the videos and museum pieces shown!",129,"hist"
"7708","7708","By Vojtěch K",5,"May 15, 2019","A great introduction into the Ancient Egypt! You get to know the basics about pyramids, mummies, gods, and life in then-Egypt.",126,"hist"
"7709","7709","By Rodrigo A F R",5,"Dec 20, 2018","Me gusto mucho, es fácil comprender todo lo que habla el profesor y es muy entretenido que haga las clases desde el museo.",122,"hist"
"7710","7710","By Saloni L",5,"Mar 24, 2019","Couldn't have found a better course than this to get started on the Egyptian civilization. Very well taught by Mr. David.",121,"hist"
"7711","7711","By Gonca D",5,"Oct 15, 2017","This course presents an excellent introduction for ancient Egypt. For the beginners like me, it can't be better. Thanks!",120,"hist"
"7712","7712","By Alyssa J L L",5,"Aug 05, 2017","I would like to thank this course for giving me opportunity to learn and discover more about the Egyptian Civilization .",120,"hist"
"7713","7713","By Audrey T",5,"Dec 14, 2016","Fantastic introduction to Ancient Egypt. Thought provoking and well researched. Has increased my interest in Egyptology.",120,"hist"
"7714","7714","By Megan J P",5,"Jul 09, 2017","I feel that I have learned a lot from this course. I am a historian and plan on using this knowledge in the future.",115,"hist"
"7715","7715","By Robert L",5,"Mar 05, 2017","It was very interesting and the Professor was very knowledgable.  I enjoyed the course work and readings.Thank you.",115,"hist"
"7716","7716","By Cyrus W P Y",5,"Nov 19, 2016","This is an extremly intrested couse it talkes about pharohs, gods, and the best of all mumification and after life!",115,"hist"
"7717","7717","By Shriya M",5,"May 18, 2019","Amazing course i learnt a lot about egyptian history. Dr Silverman lectures were very interesting and informative,",114,"hist"
"7718","7718","By raashid a a",5,"Feb 28, 2019","I really liked this course and how it gave me a week by week teaching of ancient egypt. It was really interesting!",114,"hist"
"7719","7719","By Camilo J H",5,"Feb 01, 2017","Great course, the material was very good. I didn't get a chance to check the book recommended for the course.",109,"hist"
"7720","7720","By ana c",5,"May 31, 2019","Un curso fascinante,interesante y muy bien presentado para todos los amantes del Antiguo Egipto.Me encantó",106,"hist"
